"Pos","Ht","Wt","Forty","Vertical","BenchReps","BroadJump","Cone","Shuttle","Pick","BMI"
"CB",70,195,4.45,7.5,23,28,6.81,4.12,50,27.9765306122449
"SS",71,208,4.5,15,36,37,NA,NA,146,29.0069430668518
"TE",75,249,4.54,3.5,26,17,6.9,4.4,204,31.1194666666667
"RB",72,225,4.45,12,29,33,6.91,4.15,96,30.5121527777778
"WR",76,211,4.48,11.5,31,21,6.91,4.21,4,25.6809210526316
"DT",76,305,4.96,17,21,NA,7.6,4.43,233,37.1217105263158
"FS",73,209,4.62,11.5,31,26,6.73,4.19,248,27.5712141114656
"OT",78,326,5.38,17,16,51,7.9,4.7,122,37.6689677843524
"WR",73,209,4.4,10,35,30,6.94,4.21,79,27.5712141114656
"TE",76,249,4.78,NA,31,NA,NA,NA,238,30.3059210526316
"RB",71,233,4.53,9.5,25,27,7.16,4.39,130,32.4933544931561
"WR",70,203,4.53,12,39,36,6.77,4.21,176,29.1242857142857
"CB",69,191,4.46,10.5,36,34,6.77,4.12,60,28.2026885108171
"FB",72,227,4.64,NA,NA,NA,NA,NA,240,30.7833719135802
"RB",71,219,4.4,9.5,38,28,6.67,4.01,105,30.5409640944257
"DE",77,294,4.95,16,NA,NA,NA,NA,31,34.8595041322314
"SS",73,219,4.59,15,30,NA,6.9,4.21,158,28.8904109589041
"CB",70,192,4.43,NA,30,NA,NA,NA,98,27.5461224489796
"OLB",74,235,4.62,10,31,26,7.09,4.57,157,30.1689189189189
"OLB",73,240,4.66,10.5,17,36,7.21,4.34,200,31.660724338525
"CB",72,200,4.44,12.5,35,38,6.65,4.12,131,27.1219135802469
"TE",77,248,4.46,9,27,30,6.9,4.21,69,29.4052960026986
"OLB",75,270,4.62,9.5,19,22,6.95,4.37,70,33.744
"C",74,299,5.27,20.5,22,52,8.03,4.96,55,38.3851351351351
"RB",67,199,4.46,11,25,25,6.74,4.21,115,31.1644018712408
"OG",75,318,5.39,NA,31,NA,NA,NA,217,39.7429333333333
"OG",76,317,5.2,NA,NA,NA,NA,NA,49,38.5822368421053
"RB",69,215,4.62,14.5,28,29,7.13,4.62,28,31.746481831548
"ILB",73,240,4.74,NA,NA,NA,NA,NA,67,31.660724338525
"OG",77,299,5.27,18,24,49,7.55,4.65,210,35.4523528419632
"FS",72,198,4.62,16,35,34,6.95,4.14,54,26.8506944444444
"DT",76,310,5.03,19.5,32,49,7.42,4.83,41,37.7302631578947
"WR",69,185,4.46,8.5,38,23,7.07,4.25,83,27.3167401806343
"WR",71,199,4.46,NA,33,NA,NA,NA,182,27.7518349533823
"RB",72,194,4.33,NA,36,NA,NA,NA,125,26.3082561728395
"WR",75,220,4.34,7.5,32,12,6.66,4.25,6,27.4951111111111
"ILB",72,242,4.75,14.5,28,30,7.27,4.27,185,32.8175154320988
"DE",76,287,4.74,15,24,30,7.07,4.37,24,34.9309210526316
"QB",77,233,4.53,13.5,NA,32,6.85,4.18,36,27.6267498735031
"C",75,280,4.89,15.5,NA,37,7.22,4.14,191,34.9937777777778
"TE",75,243,4.65,11.5,24,25,6.94,4.15,47,30.3696
"SS",71,219,4.74,13.5,25,37,6.55,3.9,144,30.5409640944257
"WR",69,189,4.56,11.5,33,27,NA,NA,153,27.9073724007561
"DE",76,267,4.67,12.5,18,25,7.18,4.39,16,32.4967105263158
"OG",75,308,5.28,13.5,26,42,7.59,4.68,163,38.4931555555556
"DE",75,275,4.85,NA,27,NA,NA,NA,142,34.3688888888889
"FS",71,210,4.49,15,28,31,6.9,4.09,156,29.2858559809562
"RB",72,227,4.56,8,28,25,6.82,4.4,57,30.7833719135802
"RB",67,193,4.56,11.5,32,35,6.9,4.18,149,30.2247716640677
"WR",74,231,4.51,5.5,22,18,6.8,4.21,59,29.6554054054054
"DT",74,298,4.97,18.5,22,45,7.48,4.68,18,38.2567567567568
"ILB",73,246,4.8,14,27,38,7.17,4.46,237,32.4522424469882
"QB",74,231,4.51,11,NA,27,6.77,4.12,8,29.6554054054054
"OT",76,315,5.18,19.5,22,50,7.84,4.84,168,38.3388157894737
"QB",79,253,5.37,22,NA,44,NA,NA,74,28.4984778080436
"FB",72,248,4.87,17.5,27,45,7.1,4.56,124,33.6311728395062
"CB",72,197,4.42,8.5,37,24,6.87,4.07,90,26.7150848765432
"DE",75,257,4.81,14,32,35,7.21,4.37,230,32.1192888888889
"ILB",73,231,4.78,NA,36,NA,NA,NA,116,30.4734471758304
"CB",72,202,4.43,13,25,23,NA,NA,173,27.3931327160494
"ILB",73,238,4.59,9.5,26,28,6.93,4.2,109,31.3968849690373
"DT",74,297,4.98,18,20,43,7.48,4.56,65,38.1283783783784
"QB",74,220,4.84,13,NA,40,7.11,4.45,208,28.2432432432432
"DE",75,278,4.91,17.5,29,40,7.13,4.59,165,34.7438222222222
"OLB",75,246,4.42,9,28,21,6.7,4.06,2,30.7445333333333
"OLB",73,254,4.81,15,14,34,7.05,4.34,211,33.507599924939
"OLB",73,248,4.4,4,28,19,7.09,4.38,66,32.7160818164759
"OG",76,319,5.51,15.5,26,45,7.79,4.53,75,38.8256578947368
"ILB",75,239,4.65,14,28,32,6.7,4,189,29.8696888888889
"FS",72,202,4.58,11,38,32,6.98,3.96,45,27.3931327160494
"WR",72,194,4.43,10,36,29,6.78,4.15,148,26.3082561728395
"OLB",73,239,4.84,14.5,NA,32,7.08,4.34,61,31.5288046537812
"RB",72,213,4.37,11.5,28,23,7.28,4.18,71,28.884837962963
"DT",74,319,5.06,17,19,41,7.56,4.46,253,40.9527027027027
"DT",73,294,5.06,15.5,18,35,7.71,4.65,87,38.7843873146932
"OT",77,311,5,20.5,25,47,7.76,5,214,36.8751897453196
"QB",77,248,4.56,11,NA,21,6.92,4.18,1,29.4052960026986
"DE",74,247,4.84,11.5,23,28,7.06,4.31,254,31.7094594594595
"DT",73,303,4.98,NA,0,NA,NA,NA,53,39.9716644773879
"CB",71,191,4.59,14,36,37,NA,4.16,88,26.6361832969649
"WR",73,224,4.45,11.5,25,30,6.9,4.14,155,29.5500093826234
"OG",76,299,5.07,18,28,39,7.44,4.5,239,36.3914473684211
"CB",72,219,4.31,8,34,21,6.58,4.07,5,29.6984953703704
"WR",75,209,4.56,12.5,35,27,6.68,3.88,78,26.1203555555556
"WR",70,199,4.42,NA,30,NA,NA,NA,132,28.5504081632653
"OT",75,317,5.39,19.5,NA,49,7.88,4.91,150,39.6179555555556
"QB",74,229,4.63,12,NA,31,6.85,4.09,12,29.3986486486486
"OG",77,303,5.12,21,NA,51,7.66,4.64,15,35.9266318097487
"DT",74,335,5.25,21,22,54,8.17,5.06,199,43.0067567567568
"RB",70,207,4.51,NA,31,NA,NA,NA,126,29.6981632653061
"DE",76,265,4.62,12,27,31,7.13,4.4,14,32.2532894736842
"OG",75,309,5.39,22.5,20,48,7.91,4.94,76,38.6181333333333
"DE",76,261,4.84,10.5,19,28,7.24,4.32,215,31.7664473684211
"OLB",74,263,4.65,15.5,19,34,7.11,4.28,42,33.7635135135135
"OT",79,327,5.32,16.5,21,36,7.73,4.65,85,36.8340009613844
"RB",71,225,4.65,10,31,29,6.78,4.21,73,31.3777028367387
"WR",70,184,4.35,6,32,21,6.65,4.09,178,26.3983673469388
"RB",66,196,4.59,13,NA,34,7.31,4.26,145,31.6317722681359
"CB",70,180,4.45,13,35,33,7.21,4.2,206,25.8244897959184
"OLB",70,229,4.53,13,21,32,6.89,4.26,193,32.8544897959184
"DE",77,264,4.79,NA,NA,NA,NA,NA,226,31.3024118738404
"RB",72,212,4.65,12,29,34,7.07,4.18,177,28.7492283950617
"CB",72,195,4.54,NA,39,NA,NA,NA,188,26.4438657407407
"TE",78,259,4.83,NA,NA,NA,NA,NA,43,29.9271860618014
"WR",73,210,4.53,9,34,27,6.65,4.1,112,27.7031337962094
"WR",74,204,4.41,NA,35,NA,NA,NA,249,26.1891891891892
"FS",76,217,4.53,11,37,23,7.03,4.06,134,26.4111842105263
"SS",72,211,4.62,13,38,39,6.9,4.27,198,28.6136188271605
"OG",76,308,5.18,20.5,19,49,7.73,4.62,201,37.4868421052632
"OG",76,305,5.18,NA,NA,NA,NA,NA,179,37.1217105263158
"RB",71,211,4.4,12,30,30,7.15,4.2,221,29.4253124380083
"SS",71,223,4.55,13,22,27,6.87,4.09,100,31.0987899226344
"DE",75,264,4.68,15,NA,32,NA,NA,37,32.9941333333333
"ILB",74,250,4.7,12.5,27,37,NA,4.28,68,32.0945945945946
"FB",70,242,4.74,13.5,17,36,7.23,4.41,136,34.7195918367347
"CB",75,195,4.54,8,33,22,6.82,4.33,154,24.3706666666667
"OT",77,321,5.18,18,26,50,7.43,4.63,32,38.0608871647833
"WR",72,205,4.5,11.5,28,33,6.5,4.07,114,27.7999614197531
"CB",69,186,4.37,9,29,25,6.44,3.9,137,27.4643982356648
"DE",76,263,4.74,12,29,29,7.19,4.5,7,32.0098684210526
"OLB",71,239,4.71,15,29,43,7.35,4.45,186,33.3300932354691
"CB",74,211,4.42,10,25,24,6.93,4.06,27,27.0878378378378
"TE",78,266,4.94,17,24,39,7.13,4.28,159,30.7360289283366
"WR",73,204,4.41,5,30,21,6.72,4.13,58,26.9116156877463
"OT",77,307,4.93,NA,20,NA,NA,NA,9,36.4009107775342
"OT",80,319,4.96,14,28,37,7.44,4.34,17,35.04015625
"QB",76,223,4.87,13.5,NA,37,6.95,4.43,135,27.1414473684211
"TE",77,258,4.68,13,22,32,7.03,4.4,104,30.5909934221623
"ILB",73,241,4.75,12,28,32,NA,4.5,171,31.7926440232689
"DT",75,334,5.09,16.5,18,47,7.75,4.77,21,41.7425777777778
"QB",73,217,4.47,8.5,NA,21,6.78,4.09,180,28.6265715894164
"RB",72,230,4.62,NA,28,NA,NA,NA,62,31.190200617284
"OLB",73,241,4.65,15.5,26,33,7.23,4.28,195,31.7926440232689
"CB",70,191,4.46,7.5,36,21,6.99,4.15,143,27.4026530612245
"TE",77,246,4.64,10.5,33,36,6.96,4.31,129,29.1681565188059
"CB",69,189,4.5,12.5,36,33,6.66,4.12,213,27.9073724007561
"RB",69,203,4.4,8,24,21,7.24,4.18,183,29.9745851711825
"OG",74,301,5.12,15,26,43,7.46,4.59,161,38.6418918918919
"RB",70,210,4.49,12,18,32,6.95,4.28,56,30.1285714285714
"OG",75,310,5.36,20,20,55,7.61,4.62,23,38.7431111111111
"DE",77,290,4.81,9,15,27,6.88,4.21,11,34.3852251644459
"WR",73,202,4.53,7.5,31,24,6.67,4.09,167,26.6477763182586
"ILB",75,240,4.65,12,32,32,6.95,4.25,169,29.9946666666667
"RB",70,209,4.5,13.5,NA,30,7.07,4.31,133,29.9851020408163
"DE",75,266,4.86,13.5,35,30,7.25,4.51,224,33.2440888888889
"DT",76,315,4.96,20,22,41,7.31,4.59,30,38.3388157894737
"CB",72,204,4.55,8.5,31,20,6.72,4.07,34,27.6643518518519
"TE",74,245,4.59,12.5,29,36,7.29,4.51,141,31.4527027027027
"OG",76,318,5.28,21.5,26,54,8.42,5.03,196,38.7039473684211
"RB",69,212,4.59,6,30,24,6.96,4.18,38,31.3035076664566
"OLB",73,229,4.71,13.5,25,34,7.31,4.5,166,30.2096078063427
"ILB",76,250,4.42,10,26,23,7.04,4.28,72,30.4276315789474
"C",75,313,5.29,17.5,19,47,7.51,4.63,48,39.1180444444444
"OLB",75,246,4.71,14,29,27,7.26,4.46,99,30.7445333333333
"CB",71,185,4.41,11.5,33,34,NA,NA,89,25.7994445546519
"QB",75,219,5.06,16.5,NA,43,6.96,4.12,152,27.3701333333333
"WR",71,174,4.43,NA,NA,24,NA,NA,44,24.265423527078
"OT",78,317,5.5,17,29,52,7.74,4.65,244,36.62902695595
"OLB",74,238,4.64,10.5,25,29,NA,NA,204,30.5540540540541
"OT",79,323,5.28,17.5,30,47,7.94,4.95,56,36.3834321422849
"WR",71,179,4.51,10,NA,24,7.09,NA,104,24.9627058123388
"DE",76,270,4.8,NA,NA,NA,NA,NA,103,32.8618421052632
"OT",76,307,5.17,18.5,23,45,8.01,4.9,44,37.3651315789474
"TE",75,255,4.85,14,22,37,7.12,4.37,64,31.8693333333333
"SS",73,210,4.58,12,32,29,7.02,4.25,242,27.7031337962094
"OT",76,335,5.24,19,17,46,8.04,4.99,208,40.7730263157895
"OG",78,319,5.32,NA,26,NA,NA,NA,178,36.8601249178172
"RB",68,204,4.44,11,29,36,7.27,4.31,250,31.0147058823529
"RB",70,219,4.59,13,26,32,7.03,4.19,170,31.4197959183673
"SS",73,213,4.54,NA,NA,NA,NA,NA,7,28.098892850441
"OG",75,303,5.38,17.5,30,46,7.79,4.8,248,37.8682666666667
"WR",70,172,4.31,8,35,28,NA,NA,100,24.6767346938775
"CB",70,182,4.42,14.5,36,33,6.99,4.5,85,26.1114285714286
"DE",77,274,4.75,12,NA,34,6.9,4.07,90,32.4881092933041
"OT",77,313,5.19,16.5,17,46,7.95,4.84,95,37.1123292292123
"FS",72,200,4.52,6.5,30,16,6.79,4.3,177,27.1219135802469
"WR",73,207,4.46,NA,35,NA,NA,NA,5,27.3073747419779
"C",75,311,5.17,16.5,27,42,7.86,4.65,108,38.8680888888889
"CB",73,208,4.66,12,37,31,6.71,3.97,139,27.4392944267217
"CB",70,202,4.51,NA,25,NA,NA,NA,101,28.9808163265306
"CB",69,182,4.44,NA,NA,NA,NA,NA,123,26.873766015543
"OLB",74,241,4.56,9,25,26,7.18,4.37,105,30.9391891891892
"DE",76,259,4.67,13.5,30,27,7.19,4.25,38,31.5230263157895
"WR",71,192,4.43,13.5,38,NA,NA,NA,206,26.7756397540171
"DT",77,322,5.31,19.5,NA,42,7.46,4.81,14,38.1794569067296
"CB",70,190,4.37,8,37,27,NA,NA,124,27.2591836734694
"OLB",73,244,4.44,12.5,NA,31,NA,NA,52,32.1884030775005
"WR",70,192,4.57,NA,28,NA,NA,NA,54,27.5461224489796
"OLB",74,246,4.67,8.5,18,26,NA,NA,129,31.5810810810811
"ILB",74,236,4.58,11.5,30,26,6.89,4.18,147,30.2972972972973
"DT",73,316,5.02,NA,NA,NA,NA,NA,136,41.686620379058
"TE",74,251,4.73,NA,14,NA,NA,NA,116,32.222972972973
"WR",75,219,4.52,9.5,30,22,NA,NA,134,27.3701333333333
"CB",71,188,4.5,11.5,NA,29,7.01,4.12,6,26.2178139258084
"WR",72,201,4.42,11,37,32,6.69,4.15,152,27.2575231481481
"ILB",76,246,4.76,11,34,33,6.96,4.29,210,29.9407894736842
"QB",75,233,4.94,NA,NA,38,7.07,4.38,243,29.1198222222222
"OT",77,314,5.01,16,29,39,7.59,4.6,193,37.2308989711587
"DE",78,284,4.69,14.5,24,38,7.57,4.78,16,32.8159105851414
"QB",75,214,4.84,17.5,NA,38,7.05,4.5,102,26.7452444444444
"DT",76,298,4.77,20,19,44,7.07,4.53,12,36.2697368421053
"DE",76,275,4.82,13,21,34,7.09,4.44,81,33.4703947368421
"DE",77,274,4.74,13,NA,31,7.15,4.25,158,32.4881092933041
"DE",76,279,4.91,15,NA,43,7.47,4.4,126,33.9572368421053
"WR",74,224,4.66,8,32,30,7.15,4.3,168,28.7567567567568
"WR",73,211,4.52,14.5,37,31,7.1,NA,183,27.8350534809533
"DE",75,266,4.87,14,NA,37,6.9,4.4,59,33.2440888888889
"DT",72,291,4.84,NA,NA,NA,NA,NA,132,39.4623842592593
"OT",78,315,5.19,16.5,NA,47,7.71,4.54,241,36.3979289940828
"OLB",73,233,4.57,9.5,30,28,7.28,4.22,58,30.7372865453181
"OLB",74,235,4.49,7.5,17,23,7.19,4.28,77,30.1689189189189
"OG",77,316,5.32,16.5,15,49,7.3,4.56,24,37.4680384550514
"CB",70,204,4.48,9,NA,26,NA,NA,224,29.2677551020408
"FB",74,241,4.63,10.5,28,30,6.73,4.03,233,30.9391891891892
"TE",77,252,4.52,10,28,16,7.03,4.32,78,29.8795749704841
"TE",77,251,4.78,14.5,NA,38,NA,NA,128,29.7610052285377
"FB",72,239,4.73,9.5,35,27,7.14,4.16,157,32.4106867283951
"TE",78,247,4.51,NA,22,NA,NA,NA,34,28.5405982905983
"CB",71,206,4.43,12,26,22,6.71,3.97,80,28.7280301527475
"OLB",74,245,4.71,12.5,22,33,7.03,4.28,165,31.4527027027027
"WR",75,220,4.4,9.5,33,25,NA,NA,13,27.4951111111111
"QB",77,243,5.03,15.5,NA,35,NA,NA,88,28.8124472929668
"CB",70,187,4.44,11,33,26,6.59,4.03,246,26.8287755102041
"RB",71,239,4.61,8.5,NA,28,7.15,4.25,202,33.3300932354691
"OG",74,293,4.9,14.5,NA,35,7.99,4.65,141,37.6148648648649
"CB",72,190,4.38,10,34,24,6.61,3.94,10,25.7658179012346
"WR",71,198,4.35,12.5,30,29,6.97,4.23,96,27.6123784963301
"OT",78,345,5.08,22.5,18,54,8.13,5,41,39.8643984220907
"ILB",72,244,4.55,10.5,NA,30,NA,NA,140,33.0887345679012
"WR",71,188,4.34,12.5,41,27,6.77,4.18,69,26.2178139258084
"RB",70,206,4.4,13.5,28,33,7.17,NA,182,29.554693877551
"TE",78,238,4.45,11.5,33,23,7.12,4.47,110,27.5006574621959
"QB",74,223,4.33,7,NA,27,NA,NA,2,28.6283783783784
"SS",73,218,4.62,NA,NA,NA,NA,NA,181,28.7584912741603
"DE",75,285,5.01,15,NA,42,7.45,4.53,219,35.6186666666667
"TE",76,252,4.43,10,25,25,6.76,4.11,186,30.6710526315789
"QB",74,219,4.68,13.5,NA,35,6.78,4.15,253,28.1148648648649
"CB",70,188,4.52,10,NA,30,6.81,4.07,176,26.9722448979592
"CB",71,192,4.47,12,30,28,6.76,3.9,62,26.7756397540171
"WR",73,225,4.48,10.5,28,23,6.59,3.98,238,29.6819290673672
"RB",70,213,4.57,11,27,30,6.97,4.04,191,30.5589795918367
"ILB",74,265,4.62,14,NA,NA,NA,NA,25,34.0202702702703
"WR",76,215,4.36,6.5,35,14,6.88,4.48,43,26.1677631578947
"RB",69,200,4.42,9,32,NA,NA,NA,67,29.5316110060912
"WR",69,183,4.34,NA,NA,NA,NA,NA,92,27.0214240705734
"OT",77,323,5.29,19,27,43,7.74,4.8,91,38.298026648676
"CB",70,178,4.38,NA,38,NA,NA,NA,94,25.5375510204082
"DT",75,301,4.78,18.5,25,41,7.32,4.47,114,37.6183111111111
"DT",74,309,5.32,NA,21,NA,NA,NA,87,39.6689189189189
"FS",76,225,4.6,11.5,29,23,7.03,4.03,167,27.3848684210526
"OLB",73,264,4.69,11.5,21,38,6.83,4.18,18,34.8267967723776
"OLB",75,245,4.41,12.5,26,24,6.7,4.03,15,30.6195555555556
"DE",77,284,4.85,18,24,42,7.38,4.41,137,33.6738067127678
"CB",70,191,4.48,11.5,30,29,6.97,4.03,169,27.4026530612245
"RB",68,194,4.35,11,34,24,6.88,4.12,61,29.4943771626298
"WR",75,216,4.48,NA,NA,NA,NA,NA,45,26.9952
"CB",70,193,4.41,12.5,NA,26,6.95,4.13,39,27.6895918367347
"WR",72,190,4.37,7.5,37,23,NA,NA,30,25.7658179012346
"CB",74,204,4.5,10.5,30,25,7.2,4.15,65,26.1891891891892
"ILB",73,241,4.6,9,26,23,7.34,4.37,120,31.7926440232689
"DE",75,268,4.75,11,NA,42,7.2,4.38,237,33.4940444444444
"WR",74,199,4.46,13,27,35,6.81,4.11,166,25.5472972972973
"OT",78,320,5.57,18.5,36,52,8.03,5.12,234,36.9756738987508
"DE",77,266,4.77,11,27,27,7.07,4.38,21,31.5395513577332
"C",75,303,5.35,15.5,20,42,7.95,4.74,99,37.8682666666667
"OLB",75,239,4.67,12,29,28,NA,NA,155,29.8696888888889
"OT",79,306,4.96,19,19,NA,7.33,4.65,4,34.468514661112
"OG",76,307,5.39,21,28,46,7.77,4.58,151,37.3651315789474
"ILB",71,239,4.44,6.5,25,20,NA,4.19,46,33.3300932354691
"CB",74,186,4.5,11,NA,27,NA,NA,17,23.8783783783784
"C",77,314,5.16,NA,31,NA,NA,NA,55,37.2308989711587
"ILB",75,242,4.58,8,22,24,6.92,4.12,9,30.2446222222222
"DT",77,299,4.87,11.5,21,35,7.43,4.41,239,35.4523528419632
"OG",75,312,5.31,20,20,51,7.64,4.65,71,38.9930666666667
"OLB",73,246,4.83,10,27,25,NA,NA,223,32.4522424469882
"OLB",74,253,4.65,15,13,35,7.09,4.4,125,32.4797297297297
"QB",76,229,4.86,16.5,NA,39,7.52,4.45,185,27.8717105263158
"OG",75,309,5.02,NA,23,NA,NA,NA,117,38.6181333333333
"QB",76,234,4.59,10,NA,23,6.8,4.28,1,28.4802631578947
"OLB",74,237,4.71,13.5,27,33,7.18,4.43,163,30.4256756756757
"OLB",73,242,4.72,15.5,21,39,7.05,4.09,142,31.9245637080128
"DT",73,306,4.8,12.5,13,34,7.19,4.25,82,40.3674235316194
"FS",73,207,4.47,NA,30,NA,NA,NA,190,27.3073747419779
"WR",71,188,4.42,6.5,36,25,6.85,4.13,121,26.2178139258084
"OT",77,312,5.27,NA,NA,NA,NA,NA,42,36.993759487266
"RB",69,223,4.46,10,21,27,6.79,4.16,31,32.9277462717916
"OLB",74,264,4.81,12.5,29,27,7.38,4.53,164,33.8918918918919
"OT",78,316,5.18,18.5,27,44,7.7,4.95,112,36.5134779750164
"WR",72,217,4.54,10,29,NA,6.88,4.19,227,29.4272762345679
"OT",78,308,5.4,20.5,32,50,NA,NA,201,35.5890861275477
"OLB",75,260,4.62,14.5,30,29,7.07,4.33,19,32.4942222222222
"SS",71,203,4.47,9.5,32,27,6.69,4.22,133,28.309660781591
"WR",75,216,4.48,9,NA,25,7.15,4.07,194,26.9952
"ILB",73,245,4.82,16,23,37,7.26,4.28,222,32.3203227622443
"CB",71,202,4.65,13,NA,31,NA,NA,146,28.1702043245388
"DE",76,261,4.68,14,22,29,7.17,4.53,26,31.7664473684211
"OG",79,321,5.16,18,17,47,7.72,4.78,160,36.1581477327351
"RB",71,212,4.34,13,NA,NA,NA,NA,97,29.5647688950605
"SS",71,202,4.56,9,30,20,6.93,4.22,192,28.1702043245388
"C",73,298,5.18,NA,8,NA,NA,NA,226,39.3120660536686
"RB",70,219,4.63,10.5,33,30,7.01,4.19,173,31.4197959183673
"OT",78,314,5.14,19,19,44,7.43,4.78,131,36.2823800131492
"CB",72,197,4.61,13,35,23,7.09,4.23,143,26.7150848765432
"OT",77,333,5.22,19.5,17,43,7.91,4.87,60,39.4837240681397
"QB",79,242,4.83,NA,NA,NA,NA,NA,57,27.2594135555199
"TE",75,246,4.79,14,28,37,7.18,4.4,240,30.7445333333333
"RB",70,197,4.39,13,NA,31,6.95,4.32,50,28.2634693877551
"DE",75,271,4.55,7.5,14,23,7.25,4.66,28,33.8689777777778
"RB",72,218,4.45,9.5,32,24,7.07,4.28,84,29.5628858024691
"DT",75,346,4.89,16.5,5,42,7.9,4.56,11,43.2423111111111
"WR",74,211,4.39,9.5,35,24,7.03,4.15,68,27.0878378378378
"OT",78,303,5.26,17.5,27,47,7.49,4.67,221,35.0113412228797
"CB",70,190,4.5,NA,35,NA,NA,NA,156,27.2591836734694
"WR",75,220,4.5,12,34,28,7.1,4.23,33,27.4951111111111
"RB",68,180,4.36,9.5,33,27,6.5,3.93,159,27.3659169550173
"DT",77,293,5,12,21,36,7.49,4.84,215,34.740934390285
"WR",75,210,4.55,15,34,26,6.99,4.36,63,26.2453333333333
"OT",78,313,5.16,19.5,26,49,7.87,4.75,23,36.1668310322156
"DT",76,299,4.82,11.5,13,34,7.43,4.53,49,36.3914473684211
"RB",69,228,4.48,NA,NA,NA,NA,NA,3,33.6660365469439
"DT",76,302,5.12,20,19,45,NA,NA,249,36.7565789473684
"CB",70,199,4.29,7.5,32,14,6.55,3.97,66,28.5504081632653
"ILB",75,242,4.72,10.5,22,27,NA,NA,119,30.2446222222222
"FB",73,239,4.53,10,31,28,6.94,4.28,111,31.5288046537812
"OT",78,320,5.33,19,21,47,8.15,4.99,144,36.9756738987508
"WR",73,211,4.62,10,30,21,6.88,4.22,83,27.8350534809533
"OT",77,318,5.38,19.5,26,58,7.86,4.87,37,37.7051779389442
"CB",71,189,4.33,9,34,25,6.6,4.06,115,26.3572703828605
"OG",76,311,5.33,14.5,21,40,7.95,4.87,40,37.8519736842105
"SS",74,213,4.54,12,30,25,6.63,4.12,29,27.3445945945946
"DE",75,262,4.88,11,15,23,7.17,4.25,211,32.7441777777778
"OLB",71,231,4.66,12.5,37,28,7.46,4.28,86,32.2144415790518
"OT",77,312,4.94,10.5,30,33,7.52,4.78,74,36.993759487266
"DT",77,303,5.01,16.5,23,NA,NA,NA,53,35.9266318097487
"WR",77,219,4.37,13,32,22,7.08,NA,198,25.966773486254
"OLB",74,241,4.65,15,28,31,6.84,4.28,230,30.9391891891892
"DT",77,298,4.97,10,28,34,7.4,4.41,225,35.3337831000169
"DT",74,348,5.3,20,14,44,NA,NA,109,44.6756756756757
"QB",76,221,4.65,NA,NA,NA,NA,NA,8,26.8980263157895
"SS",71,209,4.52,12.5,NA,29,7.32,4.37,73,29.146399523904
"DT",74,314,5.2,15,14,47,7.97,4.71,93,40.3108108108108
"FS",72,211,4.42,14.5,31,25,7.33,4.13,130,28.6136188271605
"OG",76,324,5.44,23,33,62,7.92,4.8,179,39.4342105263158
"WR",74,215,4.49,8.5,31,NA,NA,NA,122,27.6013513513514
"OLB",72,237,4.84,14.5,31,36,NA,NA,188,32.1394675925926
"OG",76,325,5.52,18.5,18,NA,7.96,5,149,39.5559210526316
"RB",70,222,4.42,10,21,25,7.16,4.31,106,31.8502040816327
"DT",74,315,5,NA,NA,NA,NA,NA,236,40.4391891891892
"DE",74,272,4.74,NA,27,NA,NA,NA,35,34.9189189189189
"DE",74,261,4.73,11.5,18,25,7.39,4.5,72,33.5067567567568
"CB",70,192,4.52,11.5,31,31,6.87,4,245,27.5461224489796
"OG",75,320,5.14,21,21,46,8.22,4.87,200,39.9928888888889
"OG",76,338,5.29,19,NA,45,7.87,4.9,150,41.1381578947368
"QB",75,221,4.89,NA,NA,NA,NA,NA,22,27.6200888888889
"SS",71,206,4.53,8.5,34,21,6.72,4.22,162,28.7280301527475
"WR",72,208,4.63,11,35,28,6.84,4.13,244,28.2067901234568
"OLB",73,233,4.62,9,28,23,7.14,4.37,138,30.7372865453181
"OLB",76,249,4.73,12.5,24,30,7.11,4.31,113,30.3059210526316
"RB",70,206,4.38,5,NA,15,7.09,4.12,32,29.554693877551
"QB",71,204,4.53,12,NA,29,6.97,4.09,75,28.4491172386431
"DE",76,294,4.86,19,25,40,7.37,4.44,205,35.7828947368421
"DT",77,295,4.93,12.5,16,39,7.26,4.44,36,34.9780738741778
"DT",74,308,5,17.5,NA,40,7.6,4.56,51,39.5405405405405
"WR",70,182,4.39,8,38,27,6.93,4.03,118,26.1114285714286
"WR",70,196,4.49,7.5,NA,26,6.93,4.18,20,28.12
"WR",69,187,4.36,7,32,24,NA,NA,107,27.6120562906952
"OG",76,314,5.32,17,17,46,7.77,4.61,27,38.2171052631579
"OT",77,308,5.41,22.5,32,47,7.92,4.84,141,36.5194805194805
"CB",70,188,4.39,6,32,15,6.89,4.23,60,26.9722448979592
"WR",74,206,4.58,NA,NA,NA,NA,NA,76,26.4459459459459
"ILB",75,238,4.74,NA,NA,NA,NA,NA,46,29.7447111111111
"CB",73,205,4.44,10.5,34,20,NA,NA,51,27.0435353724901
"DE",77,271,4.56,11.5,28,29,7.11,4.26,5,32.132400067465
"CB",71,196,4.63,11,37,29,6.74,4.07,247,27.3334655822257
"OT",77,306,4.71,11.5,18,35,7.62,4.72,75,36.2823410355878
"WR",68,174,4.34,14,35,27,NA,4.01,8,26.4537197231834
"OG",75,302,5.03,19.5,NA,47,7.26,4.44,196,37.7432888888889
"WR",70,193,4.52,11.5,38,30,6.81,4.09,92,27.6895918367347
